timestamp,latitude,longtitude,depth_km,MD,ML,Mw,place,location
2022.12.23 12:21:57,37.3627,36.3513,12.9,,1.5,,GUZELYURT-DUZICI (OSMANIYE),OSMANIYE
2022.12.23 12:04:08,37.3982,40.4168,17.1,,1.6,,IKISU-MAZIDAGI (MARDIN),MARDIN
2022.12.23 11:52:58,34.8467,23.7968,5.0,,2.5,,GIRIT ADASI (AKDENIZ),AKDENIZ
2022.12.23 11:03:49,37.0282,28.4188,16.8,,1.1,,CITLIK-ULA (MUGLA),MUGLA
2022.12.23 11:03:02,37.0095,28.3855,15.5,,1.1,,SIRINKOY-ULA (MUGLA),MUGLA
2022.12.23 10:56:39,37.3520,29.4887,1.4,,1.6,,KUMAFSARI-ACIPAYAM (DENIZLI),DENIZLI
2022.12.23 10:42:56,39.9695,28.1003,9.0,,3.3,3.2,GUNAYDIN-SUSURLUK (BALIKESIR),BALIKESIR
2022.12.23 10:37:47,40.4865,29.3030,0.0,,1.3,,ORHANGAZI (BURSA),BURSA
2022.12.23 10:08:55,40.8285,42.7973,5.0,,1.9,,BALCESME-GOLE (ARDAHAN),ARDAHAN
2022.12.23 10:04:28,40.8972,42.9217,5.0,,3.3,3.4,DAGCI-(ARDAHAN),ARDAHAN
2022.12.23 10:04:01,39.3330,41.4678,18.7,,1.8,,UYANIK-HINIS (ERZURUM),ERZURUM
2022.12.23 09:37:18,37.3465,29.4852,5.0,,1.8,,KUMAFSARI-ACIPAYAM (DENIZLI),DENIZLI
2022.12.23 09:03:19,40.7743,31.0617,11.3,,1.3,,GOLORMANI-(DUZCE),DUZCE
2022.12.23 08:35:21,37.0408,28.3680,12.8,,0.6,,GOKOVA-ULA (MUGLA),MUGLA
2022.12.23 08:02:52,37.3392,29.5340,6.7,,1.6,,KUMAFSARI-ACIPAYAM (DENIZLI),DENIZLI
2022.12.23 07:58:04,39.9565,28.1508,10.8,,1.4,,BALIKLIDERE-SUSURLUK (BALIKESIR),BALIKESIR
2022.12.23 07:51:04,37.4842,37.1610,5.0,,1.7,,DOGANLIKARAHASAN-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 07:43:30,37.9400,28.7438,5.0,,1.6,,KABAAGAC-SARAYKOY (DENIZLI),DENIZLI
2022.12.23 07:37:32,37.0580,28.3925,9.4,,0.9,,ATAKOY-ULA (MUGLA),MUGLA
2022.12.23 06:33:48,37.0822,28.4225,1.9,,1.1,,YESILOVA-ULA (MUGLA),MUGLA
2022.12.23 06:24:24,37.8343,29.7907,8.2,,2.7,,SARIKAVAK-DAZKIRI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.23 06:23:40,40.7940,30.9513,10.8,,2.5,,ZEKERIYAKOY-GOLYAKA (DUZCE),DUZCE
2022.12.23 06:15:29,38.6847,43.2242,23.8,,1.6,,ALAKOY-(VAN),VAN
2022.12.23 06:03:28,39.9932,28.1635,9.5,,3.2,,YAHYAKOY-SUSURLUK (BALIKESIR),BALIKESIR
2022.12.23 05:54:25,40.7923,31.0007,8.7,,2.2,,GOLYAKA (DUZCE),DUZCE
2022.12.23 05:49:50,40.7698,30.9870,9.9,,1.3,,GOLYAKA (DUZCE),DUZCE
2022.12.23 05:03:05,40.8290,42.8057,8.6,,1.9,,BALCESME-GOLE (ARDAHAN),ARDAHAN
2022.12.23 04:08:10,37.0737,28.3918,6.0,,1.7,,KIZILAGAC-ULA (MUGLA),MUGLA
2022.12.23 04:02:54,36.8533,29.0753,9.0,,1.7,,DARIYERI-DALAMAN (MUGLA),MUGLA
2022.12.23 03:56:09,37.9027,27.2083,3.8,,1.1,,KUSADASI KORFEZI (EGE DENIZI),EGE DENIZI
2022.12.23 03:52:15,38.7133,25.5022,8.0,,1.6,,EGE DENIZI,EGE DENIZI
2022.12.23 03:50:46,38.7562,43.3767,18.6,,1.5,,TABANLI-(VAN),VAN
2022.12.23 03:42:10,37.4143,37.1590,6.7,,2.0,,DOGANLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 03:40:11,37.4288,37.1808,6.8,,2.5,,DOGANLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 03:37:58,36.2582,29.6098,13.2,,0.6,,DERE-KAS (ANTALYA),ANTALYA
2022.12.23 03:22:53,38.6197,30.8713,10.2,,1.2,,MALTEPE-CAY (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.23 03:13:14,40.3693,27.5570,7.7,,1.5,,ERDEK KORFEZI (MARMARA DENIZI),MARMARA DENIZI
2022.12.23 03:11:15,36.7792,28.2902,56.9,,1.8,,TURUNC-MARMARIS (MUGLA),MUGLA
2022.12.23 03:10:57,40.3583,27.5488,9.9,,1.8,,ERDEK KORFEZI (MARMARA DENIZI),MARMARA DENIZI
2022.12.23 03:05:42,37.4010,37.1957,5.9,,1.4,,CIGDEMTEPE-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 02:55:18,35.1283,32.4200,5.0,,2.0,,KIBRIS RUM KESIMI,KIBRIS RUM KESIMI
2022.12.23 02:41:48,37.8530,29.7957,4.3,,1.9,,SARIKAVAK-DAZKIRI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.23 02:35:27,36.4050,28.1893,49.3,,2.9,,RODOS ADASI (AKDENIZ),AKDENIZ
2022.12.23 02:34:29,38.5467,31.2278,11.0,,2.0,,YESILCIFTLIK-SULTANDAGI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.23 02:26:23,37.4182,37.1865,7.6,,1.4,,DOGANLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 02:20:14,38.0945,27.0552,7.8,,2.1,,KELER-MENDERES (IZMIR),IZMIR
2022.12.23 02:18:55,40.7483,31.4533,7.6,,2.5,,ELMALIK-(BOLU),BOLU
2022.12.23 01:59:04,37.8427,26.9495,10.9,,2.1,,KUSADASI KORFEZI (EGE DENIZI),EGE DENIZI
2022.12.23 01:49:32,37.4405,37.1700,9.5,,1.9,,ESKINARLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 01:42:30,38.9095,42.4837,9.1,,1.5,,AKCAOREN-AHLAT (BITLIS),BITLIS
2022.12.23 01:37:17,37.3800,37.1858,10.0,,1.3,,CIGDEMTEPE-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 01:31:24,38.3423,27.2062,3.8,,1.3,,GOKDERE-BORNOVA (IZMIR),IZMIR
2022.12.23 01:24:27,39.3343,25.8617,11.1,,2.2,,MIDILLI ADASI (EGE DENIZI),EGE DENIZI
2022.12.23 01:19:01,37.3863,37.0815,5.0,,3.5,3.5,MAKSUTUSAGI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 01:18:42,37.4387,37.2098,5.8,,3.3,3.2,SALMANIPAK-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 01:18:39,38.1078,30.3997,5.0,,2.7,,INHISAR-ULUBORLU (ISPARTA),ISPARTA
2022.12.23 00:37:58,37.4257,37.1457,5.4,,1.6,,ESKINARLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 00:26:08,37.3977,37.1032,4.2,,2.3,,MAKSUTUSAGI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 00:25:24,37.3943,37.1270,8.4,,1.9,,NARLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.23 00:07:37,37.8755,29.8077,14.6,,1.0,,SARIKAVAK-DAZKIRI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.22 23:16:50,37.3555,29.5047,1.0,,1.6,,KUMAFSARI-ACIPAYAM (DENIZLI),DENIZLI
2022.12.22 23:11:27,36.0667,27.0330,11.1,,2.1,,AKDENIZ,AKDENIZ
2022.12.22 23:01:26,39.0177,27.9775,8.2,,1.7,,MUSTULLAR-AKHISAR (MANISA),MANISA
2022.12.22 22:59:36,37.4272,37.1600,9.6,,1.4,,ESKINARLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 22:29:12,39.0928,28.2787,5.4,,1.4,,YUREGIL-SINDIRGI (BALIKESIR),BALIKESIR
2022.12.22 22:29:07,37.4110,37.1293,5.1,,2.4,,DOGANLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 22:28:57,39.4882,26.1348,13.1,,1.3,,KOCAKOY-AYVACIK (CANAKKALE),CANAKKALE
2022.12.22 22:24:55,37.4305,37.1827,10.5,,2.8,,DOGANLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 22:16:30,37.0662,28.4308,3.2,,0.9,,YESILOVA-ULA (MUGLA),MUGLA
2022.12.22 21:56:16,37.4285,37.1518,6.1,,1.4,,ESKINARLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 21:51:19,37.3967,37.1028,5.6,,1.4,,MAKSUTUSAGI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 21:41:36,37.4018,37.1260,7.4,,1.6,,NARLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 21:39:55,37.4263,37.1533,5.4,,1.7,,ESKINARLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 21:39:19,37.3815,37.1367,8.0,,1.8,,KADINCIK-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 21:36:08,37.5145,38.7932,6.6,,1.5,,OVACIK-HILVAN (SANLIURFA),SANLIURFA
2022.12.22 21:33:11,37.4297,37.1653,5.5,,2.5,,ESKINARLI-PAZARCIK (KAHRAMANMARAS),KAHRAMANMARAS
2022.12.22 21:28:07,37.8420,29.7970,5.8,,1.9,,SARIKAVAK-DAZKIRI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.22 21:14:20,37.8393,29.7998,7.7,,2.0,,SARIKAVAK-DAZKIRI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.22 20:51:13,37.8118,27.1187,9.0,,1.4,,KUSADASI KORFEZI (EGE DENIZI),EGE DENIZI
2022.12.22 20:11:52,40.2090,35.1855,27.2,,1.4,,MOLLAISMAIL-AYDINCIK (YOZGAT),YOZGAT
2022.12.22 19:28:34,37.9490,28.7730,2.1,,1.1,,SAVCILI-BUHARKENT (AYDIN),AYDIN
2022.12.22 18:38:44,40.7963,31.0432,11.0,,1.6,,ICMELER-GOLYAKA (DUZCE),DUZCE
2022.12.22 18:37:03,40.2342,31.7702,8.1,,1.8,,KOZAGAC-BEYPAZARI (ANKARA),ANKARA
2022.12.22 18:30:20,40.2240,31.5082,21.7,,1.4,,YESILYURT-NALLIHAN (ANKARA),ANKARA
2022.12.22 18:08:39,37.8758,27.9328,9.1,,3.0,,EMIRDOGAN-(AYDIN),AYDIN
2022.12.22 18:01:18,40.7490,31.4507,10.8,,1.5,,ELMALIK-(BOLU),BOLU
2022.12.22 17:56:02,39.9465,35.7643,12.0,,1.5,,UCAGAC-KADISEHRI (YOZGAT),YOZGAT
2022.12.22 17:55:12,38.3270,28.3580,5.4,,1.0,,AZITEPE-ALASEHIR (MANISA),MANISA
2022.12.22 17:46:38,36.2342,33.8308,0.0,,1.3,,AKDERE-SILIFKE-MERSIN ACIKLARI(AKDENIZ),AKDENIZ
2022.12.22 17:35:14,36.1415,33.1617,11.6,,1.1,,TEKELI-BOZYAZI (MERSIN),MERSIN
2022.12.22 17:34:16,36.2153,33.8672,17.7,,2.1,,SILIFKE ACIKLARI-MERSIN (AKDENIZ),AKDENIZ
2022.12.22 17:23:29,37.8368,29.7925,2.4,,2.1,,SARIKAVAK-DAZKIRI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.22 17:22:35,40.4600,35.1637,4.7,,2.2,,DEVLETOGLANI-MECITOZU (CORUM),CORUM
2022.12.22 17:14:18,40.8243,42.8195,5.0,,2.2,,BALCESME-GOLE (ARDAHAN),ARDAHAN
2022.12.22 17:09:43,37.8568,29.7945,5.4,,1.5,,SARIKAVAK-DAZKIRI (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.22 17:04:37,39.3285,43.7867,5.5,,2.4,,ATADAMI-DIYADIN (AGRI),AGRI
2022.12.22 17:00:16,39.8830,41.6983,14.7,,2.1,,YASTIKTEPE-PASINLER (ERZURUM),ERZURUM
2022.12.22 16:30:30,39.4967,31.4802,0.0,,0.9,,YENIKOY-SIVRIHISAR (ESKISEHIR),ESKISEHIR
2022.12.22 16:25:49,39.4318,29.1847,0.0,,1.2,,KURECI-EMET (KUTAHYA),KUTAHYA
2022.12.22 16:06:13,35.8462,26.4343,24.2,,4.0,3.8,AKDENIZ,AKDENIZ
2022.12.22 16:03:59,37.0795,28.6187,7.7,,2.9,,BALCILAR-KOYCEGIZ (MUGLA),MUGLA
2022.12.22 15:52:15,37.4063,33.1902,5.4,,2.3,,MADENSEHRI-(KARAMAN),KARAMAN
2022.12.22 15:15:10,39.2950,43.7495,16.7,,2.7,,ATADAMI-DIYADIN (AGRI),AGRI
2022.12.22 14:52:40,36.2865,36.3252,5.3,,1.2,,SACAKLI-(HATAY),HATAY
2022.12.22 14:13:46,37.1010,28.3947,6.5,,1.7,,ULA (MUGLA),MUGLA
2022.12.22 14:06:30,38.1922,38.7022,3.6,,1.8,,ALIHAN-PUTURGE (MALATYA),MALATYA
2022.12.22 11:54:20,39.8340,26.2407,0.0,,1.1,,MECIDIYE-EZINE (CANAKKALE),CANAKKALE
2022.12.22 10:50:19,40.4710,29.2898,0.0,,1.3,,CELTIKCI-ORHANGAZI (BURSA),BURSA
2022.12.22 10:17:10,40.9817,33.9605,5.0,,1.8,,SULUCA-TOSYA (KASTAMONU),KASTAMONU
2022.12.22 08:44:32,37.0480,28.3185,10.5,,1.6,,AKYAKA-ULA (MUGLA),MUGLA
2022.12.22 08:38:46,39.7053,34.7315,2.5,,1.7,,SALMANFAKILI-(YOZGAT),YOZGAT
2022.12.22 06:49:49,40.0768,27.4677,10.8,,2.0,,TABANKOY-YENICE (CANAKKALE),CANAKKALE
2022.12.22 06:47:18,40.8000,31.0698,10.4,,1.8,,KUSACMASI-(DUZCE),DUZCE
2022.12.22 04:58:28,39.7007,27.9393,6.6,,2.1,,AYSEBACI-(BALIKESIR),BALIKESIR
2022.12.22 04:44:47,39.1330,29.4965,6.8,,2.7,,YUNUSLAR-GEDIZ (KUTAHYA),KUTAHYA
2022.12.22 03:58:57,38.7018,43.0908,5.0,,1.9,,VAN GOLU,VAN GOLU
2022.12.22 03:31:41,38.4007,25.4428,18.1,,2.8,,EGE DENIZI,EGE DENIZI
2022.12.22 02:54:20,37.9232,28.8182,10.8,,1.3,,KARAKIRAN-SARAYKOY (DENIZLI),DENIZLI
2022.12.22 02:48:37,38.4970,39.1643,5.0,,2.0,,DEDEPINARI-(ELAZIG),ELAZIG
2022.12.22 02:46:30,37.8613,29.5070,13.0,,1.1,,ALIKURT-BOZKURT (DENIZLI),DENIZLI
2022.12.22 02:41:11,39.6398,32.3558,9.0,,1.5,,ESKIKOSELER-POLATLI (ANKARA),ANKARA
2022.12.22 02:33:51,39.2900,43.8043,3.4,,1.9,,ATADAMI-DIYADIN (AGRI),AGRI
2022.12.22 01:42:05,38.4798,39.2067,10.4,,1.8,,DEDEYOLU-SIVRICE (ELAZIG),ELAZIG
2022.12.22 01:21:31,40.8007,30.9793,8.2,,1.4,,YAZLIK-GOLYAKA (DUZCE),DUZCE
2022.12.22 01:10:16,35.0030,33.6712,62.6,,2.1,,KIBRIS-TUZLA,KIBRIS-TUZLA
2022.12.22 00:22:57,40.8052,31.8975,5.2,,1.8,,ULUMESCIT-(BOLU),BOLU
2022.12.21 23:36:33,38.6343,43.1758,5.4,,3.1,,ARISU-(VAN),VAN
2022.12.21 23:36:15,38.9255,43.6277,10.2,,2.9,,OVAPINAR-MURADIYE (VAN),VAN
2022.12.21 23:27:46,38.6493,43.1793,2.9,,2.8,,MOLLAKASIM-(VAN),VAN
2022.12.21 22:53:55,40.5222,32.9017,10.2,,1.2,,ULUAGAC-CUBUK (ANKARA),ANKARA
2022.12.21 22:40:37,37.0720,28.4570,11.4,,1.3,,ELMALI-ULA (MUGLA),MUGLA
2022.12.21 22:20:23,37.3427,29.5233,3.4,,2.0,,KUMAFSARI-ACIPAYAM (DENIZLI),DENIZLI
2022.12.21 22:09:00,40.8148,31.3722,7.8,,1.7,,DARIYERIHASANBEY-KAYNASLI (DUZCE),DUZCE
2022.12.21 22:07:16,38.6292,30.8742,5.0,,1.3,,MALTEPE-CAY (AFYONKARAHISAR),AFYONKARAHISAR
2022.12.21 22:01:30,37.0782,28.4182,6.8,,2.2,,YESILOVA-ULA (MUGLA),MUGLA
2022.12.21 21:51:13,37.6130,36.2180,6.3,,2.1,,DEGIRMENDERE-KADIRLI (OSMANIYE),OSMANIYE
2022.12.21 21:39:22,40.8378,31.0540,15.4,,1.0,,SAZIYE-(DUZCE),DUZCE
2022.12.21 20:26:45,40.7638,30.9705,10.2,,1.0,,AKSU-GOLYAKA (DUZCE),DUZCE
2022.12.21 19:58:45,40.7642,31.4597,18.7,,1.4,,ELMALIK-(BOLU),BOLU
2022.12.21 19:47:12,40.6482,34.5822,4.6,,2.9,,YALAKCAY-ISKILIP (CORUM),CORUM
2022.12.21 19:02:47,37.8467,26.9923,6.8,,1.6,,KUSADASI KORFEZI (EGE DENIZI),EGE DENIZI
2022.12.21 18:51:45,39.8430,40.5352,5.0,,3.2,3.3,MUSTAFABEY-TERCAN (ERZINCAN),ERZINCAN
2022.12.21 18:22:10,39.0258,27.8837,7.3,,1.6,,DINGILLER-AKHISAR (MANISA),MANISA
2022.12.21 17:49:54,38.7807,27.7088,7.0,,1.4,,KEMIKLIDERE-SARUHANLI (MANISA),MANISA
2022.12.21 17:35:31,39.9408,33.4010,0.0,,1.4,,IRMAK-YAHSIHAN (KIRIKKALE),KIRIKKALE
2022.12.21 17:28:04,36.5292,26.5050,133.7,,2.8,,AKDENIZ,AKDENIZ
2022.12.21 17:21:38,40.8200,42.8063,15.3,,1.7,,BALCESME-GOLE (ARDAHAN),ARDAHAN
2022.12.21 17:21:16,39.5975,29.3827,0.0,,1.0,,KOPRUCEK-TAVSANLI (KUTAHYA),KUTAHYA
2022.12.21 17:18:16,39.6065,29.3685,0.0,,1.3,,YENIKOY-TAVSANLI (KUTAHYA),KUTAHYA
2022.12.21 17:13:52,41.5115,43.9812,8.8,,2.1,,GURCISTAN,GURCISTAN
2022.12.21 17:13:33,37.0845,28.4327,5.0,,1.9,,YESILOVA-ULA (MUGLA),MUGLA
2022.12.21 16:34:44,36.9438,27.5710,13.7,,2.0,,GOKOVA KORFEZI (AKDENIZ),AKDENIZ
2022.12.21 15:29:52,40.7605,30.9288,5.0,,1.4,,HACISULEYMANBEY-GOLYAKA (DUZCE),DUZCE
2022.12.21 15:12:42,40.5997,26.4557,5.0,,0.8,,DANISMENT-KESAN (EDIRNE),EDIRNE
2022.12.21 14:41:31,40.8050,42.7992,5.0,,2.1,,KUCUKALTINBULAK-GOLE (ARDAHAN),ARDAHAN
2022.12.21 14:13:53,38.3573,27.2375,3.0,,1.8,,GOKDERE-BORNOVA (IZMIR),IZMIR
2022.12.21 14:02:20,36.6380,28.0158,5.4,,1.6,,BOZBURUN-MARMARIS (MUGLA),MUGLA
2022.12.21 13:22:40,40.7830,31.5357,13.6,,1.8,,KIZILAGIL-(BOLU),BOLU
2022.12.21 12:52:12,39.1223,41.3838,13.7,,2.2,,KARAMESE-VARTO (MUS),MUS
2022.12.21 12:21:46,40.7553,30.9517,5.2,,1.7,,AKSU-GOLYAKA (DUZCE),DUZCE
2022.12.21 12:19:03,39.6122,29.6470,0.0,,1.5,,GUMUSGOLCUK-TAVSANLI (KUTAHYA),KUTAHYA
2022.12.21 12:16:30,40.8035,42.8063,2.5,,2.3,,KUCUKALTINBULAK-GOLE (ARDAHAN),ARDAHAN
2022.12.21 12:07:34,40.8033,42.8198,9.2,,2.3,,KUCUKALTINBULAK-GOLE (ARDAHAN),ARDAHAN
2022.12.21 12:06:37,38.2137,38.0433,0.0,,1.3,,ISIKLI-YESILYURT (MALATYA),MALATYA
2022.12.21 12:05:26,37.0817,28.4048,11.0,,1.2,,YESILOVA-ULA (MUGLA),MUGLA
2022.12.21 11:16:28,37.3437,29.4772,5.0,,1.4,,KUMAFSARI-ACIPAYAM (DENIZLI),DENIZLI
2022.12.21 10:18:17,37.3728,29.5410,8.2,,1.8,,YAZIR-ACIPAYAM (DENIZLI),DENIZLI
2022.12.21 10:04:10,39.1178,27.5778,0.0,,1.9,,ADIL-SOMA (MANISA),MANISA
2022.12.21 09:59:21,39.1825,27.4825,13.0,,1.5,,CERKEZ HAMIDIYE-SOMA (MANISA),MANISA
2022.12.21 09:19:41,37.6602,36.1967,10.1,,2.0,,DEGIRMENDERE-KADIRLI (OSMANIYE),OSMANIYE
2022.12.21 09:17:12,39.6545,26.3632,5.3,,2.4,,BILALLER-AYVACIK (CANAKKALE),CANAKKALE
2022.12.21 08:46:44,39.4720,33.6943,24.2,,0.7,,GOKESME-KAMAN (KIRSEHIR),KIRSEHIR
2022.12.21 07:48:21,40.8053,31.0718,12.3,,1.9,,PASAKONAGI-(DUZCE),DUZCE
2022.12.21 06:46:56,40.8693,31.7760,12.0,,1.6,,DEGIRMENBELI-(BOLU),BOLU
2022.12.21 05:39:49,38.1625,38.5965,5.0,,1.9,,TEKEDERESI-PUTURGE (MALATYA),MALATYA
2022.12.21 05:16:25,36.8913,28.3838,14.9,,1.0,,BELDIBI-MARMARIS (MUGLA),MUGLA
2022.12.21 04:58:53,39.0348,41.4523,14.5,,1.5,,TUTEN-(MUS),MUS
2022.12.21 04:19:23,42.7485,23.5298,5.3,,2.7,,BULGARISTAN,BULGARISTAN
2022.12.21 03:23:36,40.3747,33.2745,7.0,,2.2,,GUNDOGMUS-SABANOZU (CANKIRI),CANKIRI
2022.12.21 02:13:38,40.8180,31.0317,5.0,,1.2,,KOPRUBASI OMEREFENDI-(DUZCE),DUZCE
2022.12.21 02:06:29,39.3073,43.7635,5.5,,1.4,,ATADAMI-DIYADIN (AGRI),AGRI
2022.12.21 01:05:15,37.8497,41.9922,10.8,,1.6,,KALENDER-(SIIRT),SIIRT
2022.12.21 00:51:14,37.0865,28.4198,9.8,,2.7,,ULA (MUGLA),MUGLA
2022.12.20 23:55:59,37.8865,42.0855,5.3,,2.1,,COL-(SIIRT),SIIRT
2022.12.20 23:55:38,41.1325,34.7357,18.8,,1.4,,KOPRUBASI-KARGI (CORUM),CORUM
2022.12.20 23:49:08,39.3342,27.6893,5.7,,1.8,,YAGCILI-SOMA (MANISA),MANISA
2022.12.20 22:49:44,40.7070,30.6135,12.2,,1.7,,YUVALIK-AKYAZI (SAKARYA),SAKARYA
2022.12.20 22:48:19,41.4033,23.5280,5.0,,1.9,,BULGARISTAN,BULGARISTAN
2022.12.20 22:31:04,39.3798,40.6418,2.3,,2.4,,ELMALI-YEDISU (BINGOL),BINGOL
2022.12.20 22:20:08,37.7092,27.0737,5.0,,1.3,,KUSADASI KORFEZI (EGE DENIZI),EGE DENIZI
2022.12.20 21:18:51,37.1068,28.3965,16.5,,0.5,,ULA (MUGLA),MUGLA
2022.12.20 21:18:45,40.8052,31.0475,11.5,,1.6,,PASAKONAGI-(DUZCE),DUZCE
2022.12.20 19:45:43,39.5252,28.1278,12.4,,1.7,,YENIKOY-BIGADIC (BALIKESIR),BALIKESIR
2022.12.20 19:44:00,38.8298,43.5565,5.0,,4.0,4.0,AKCIFT-(VAN),VAN
2022.12.20 18:04:08,37.1502,36.8248,5.4,,1.8,,KOMURLER-NURDAGI (GAZIANTEP),GAZIANTEP
2022.12.20 17:56:57,36.0815,29.8592,18.1,,1.8,,KAS ACIKLARI-ANTALYA (AKDENIZ),AKDENIZ
2022.12.20 17:32:25,35.1865,25.2283,17.0,,3.0,,GIRIT ADASI (AKDENIZ),AKDENIZ
2022.12.20 17:22:07,39.1495,29.0650,9.5,,2.0,,AHLATLICESME-SIMAV (KUTAHYA),KUTAHYA
2022.12.20 17:19:19,39.5902,27.6762,10.9,,1.8,,SARIALAN-(BALIKESIR),BALIKESIR
2022.12.20 16:35:08,38.2113,42.8548,26.0,,1.5,,YANIKCAY-GEVAS (VAN),VAN
2022.12.20 15:53:13,39.5690,29.3563,15.4,,1.6,,SAPCIDEDE-TAVSANLI (KUTAHYA),KUTAHYA
2022.12.20 14:59:05,40.4480,29.2268,0.0,,1.5,,SAHINYURDU-GEMLIK (BURSA),BURSA
2022.12.20 14:24:59,40.6302,27.4300,9.7,,1.8,,MUREFTE ACIKLARI-TEKIRDAG (MARMARA DENIZI),MARMARA DENIZI
2022.12.20 13:05:27,37.0952,28.4043,10.9,,1.3,,ULA (MUGLA),MUGLA
2022.12.20 12:55:03,36.2422,33.7035,0.0,,1.2,,ISIKLI-SILIFKE (MERSIN),MERSIN
2022.12.20 12:32:38,40.8055,42.8077,11.6,,2.0,,KUCUKALTINBULAK-GOLE (ARDAHAN),ARDAHAN
2022.12.20 12:32:19,39.9180,26.3323,3.3,,1.0,,AKCESME-(CANAKKALE),CANAKKALE
2022.12.20 12:30:32,39.5150,29.3697,16.7,,1.5,,GOLCUK-TAVSANLI (KUTAHYA),KUTAHYA
2022.12.20 11:20:53,39.0143,27.5750,9.0,,1.9,,EVKAFTEKE-AKHISAR (MANISA),MANISA
2022.12.20 11:07:03,39.1173,27.5540,0.0,,1.6,,DEREKOY-SOMA (MANISA),MANISA
2022.12.20 11:04:25,37.2720,31.8403,0.0,,1.7,,MADENLI-SEYDISEHIR (KONYA),KONYA
2022.12.20 10:59:59,40.8900,31.1103,13.9,,1.8,,KAYMAKCI-(DUZCE),DUZCE
2022.12.20 10:39:38,36.2538,23.1972,7.2,,2.0,,YUNANISTAN,YUNANISTAN
2022.12.20 09:59:26,39.0890,27.6260,0.0,,1.9,,CIFTLIK-KIRKAGAC (MANISA),MANISA
2022.12.20 09:51:12,39.0882,25.9952,2.3,,2.6,,MIDILLI ADASI GUNEYI (EGE DENIZI),EGE DENIZI
2022.12.20 07:54:39,38.4590,39.2813,9.2,,2.2,,SIVRICE (ELAZIG),ELAZIG
2022.12.20 07:16:09,40.7755,30.9517,7.0,,1.6,,YESILOVA-GOLYAKA (DUZCE),DUZCE
2022.12.20 07:15:27,39.5460,26.4387,7.8,,2.0,,SAZLI-AYVACIK (CANAKKALE),CANAKKALE
2022.12.20 07:14:28,39.5323,26.4553,15.1,,1.8,,KAYALAR-AYVACIK (CANAKKALE),CANAKKALE
2022.12.20 07:10:46,40.6883,30.9290,3.7,,1.4,,DIKMEN-HENDEK (SAKARYA),SAKARYA
2022.12.20 07:00:56,40.3813,27.5773,10.0,,1.6,,ERDEK KORFEZI (MARMARA DENIZI),MARMARA DENIZI
2022.12.20 06:50:23,40.8172,27.7293,16.3,,1.8,,MARMARA DENIZI,MARMARA DENIZI
2022.12.20 06:15:02,37.1535,28.9977,5.0,,1.8,,ALPA-TAVAS (DENIZLI),DENIZLI
2022.12.20 06:05:49,37.1482,28.9837,5.3,,1.6,,UZUNOLUK-BEYAGAC (DENIZLI),DENIZLI
2022.12.20 05:45:58,37.1790,28.9928,3.2,,1.6,,ALPA-TAVAS (DENIZLI),DENIZLI
2022.12.20 05:43:51,37.1477,29.0028,28.8,,1.6,,ALPA-TAVAS (DENIZLI),DENIZLI
2022.12.20 04:57:15,39.6870,38.2675,10.8,,1.7,,TASLICA-IMRANLI (SIVAS),SIVAS
2022.12.20 04:42:16,41.2395,43.8807,18.1,,1.8,,GURCISTAN,GURCISTAN
